kode_desa,name,kecamatan,kabupaten,tech,l1_class,pop_2026,hh_2026,demand_kw,capex_usd,annual_kwh,annual_revenue_usd,annual_om_usd,annual_ncf_usd,npv_usd,irr,payback_yrs,lcoe_usd_kwh
81.07.07.2004,Warjukur,Aru Tengah Timur,Kepulauan Aru,solar_biomass_hybrid,dark_settled,570,134,35.38,137505.0,285134.0,53112.0,3438.0,49674.0,368899.0,0.3605,3.0,0.0594
81.07.07.2008,Kaiwabar,Aru Tengah Timur,Kepulauan Aru,solar_battery,intermittent,252,65,17.16,106865.0,138296.0,25760.0,2351.0,23409.0,131781.0,0.2146,5.0,0.0928
81.07.07.2009,Ponom,Aru Tengah Timur,Kepulauan Aru,solar_battery,intermittent,268,68,17.95,111797.0,144663.0,26946.0,2460.0,24487.0,137833.0,0.2145,5.0,0.0928
81.07.07.2010,Lola,Aru Tengah Timur,Kepulauan Aru,solar_biomass_hybrid,intermittent,340,101,26.66,103642.0,214858.0,40022.0,2591.0,37430.0,277943.0,0.3604,3.0,0.0594
81.07.07.2011,Mariri,Aru Tengah Timur,Kepulauan Aru,solar_battery,dark_settled,463,141,37.22,231814.0,299963.0,55874.0,5100.0,50774.0,285803.0,0.2145,5.0,0.0928
81.07.07.2012,Dosinamalau,Aru Tengah Timur,Kepulauan Aru,solar_biomass_hybrid,dark_settled,925,245,64.68,251409.0,521269.0,97097.0,6285.0,90811.0,674366.0,0.3604,3.0,0.0594
81.07.07.2013,Karawai,Aru Tengah Timur,Kepulauan Aru,solar_battery,dark_settled,360,103,27.19,169340.0,219130.0,40817.0,3725.0,37092.0,208791.0,0.2145,5.0,0.0928
81.07.08.2006,Jambu Air,Aru Tengah Selatan,Kepulauan Aru,solar_battery,intermittent,552,162,42.77,266340.0,344692.0,64206.0,5859.0,58346.0,328469.0,0.2146,5.0,0.0928
81.07.08.2007,Warabal,Aru Tengah Selatan,Kepulauan Aru,wind_solar_hybrid,intermittent,466,154,40.66,243158.0,327687.0,61038.0,6565.0,54473.0,312165.0,0.2198,5.0,0.0928
81.07.09.2002,Dosimar,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,168,51,13.46,80526.0,108477.0,20206.0,2174.0,18032.0,103298.0,0.2197,5.0,0.0929
81.07.09.2003,Batugoyang,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,641,184,48.58,290527.0,391516.0,72927.0,7844.0,65083.0,372964.0,0.2198,5.0,0.0928
81.07.09.2004,Salarem,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,550,146,38.54,230527.0,310602.0,57856.0,6224.0,51631.0,295829.0,0.2198,5.0,0.0928
81.07.09.2005,Siya,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,376,106,27.98,167369.0,225496.0,42003.0,4519.0,37484.0,214763.0,0.2197,5.0,0.0928
81.07.09.2006,Beltubur,Aru Selatan Timur,Kepulauan Aru,wind_solar_hybrid,intermittent,878,211,55.7,333158.0,448897.0,83616.0,8995.0,74621.0,427562.0,0.2198,5.0,0.0928
81.07.09.2009,Gomar Sungai,Aru Selatan Timur,Kepulauan Aru,solar_biomass_hybrid,intermittent,490,123,32.47,126218.0,261682.0,48743.0,3155.0,45588.0,338528.0,0.3604,3.0,0.0594
81.07.10.2001,Tabarfane,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,919,292,77.09,299638.0,621284.0,115726.0,7491.0,108235.0,803766.0,0.3605,3.0,0.0594
81.07.10.2002,Rebi,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,720,218,57.55,223703.0,463807.0,86393.0,5593.0,80801.0,600017.0,0.3604,3.0,0.0594
81.07.10.2003,Lutur,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,655,197,52.01,202153.0,419159.0,78077.0,5054.0,73023.0,542277.0,0.3605,3.0,0.0594
81.07.10.2004,Hokmar,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,386,102,26.93,104668.0,217034.0,40427.0,2617.0,37810.0,280787.0,0.3605,3.0,0.0594
81.07.10.2005,Juring,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,630,174,45.94,178552.0,370240.0,68964.0,4464.0,64501.0,478998.0,0.3605,3.0,0.0594
81.07.10.2006,Erersin,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,405,103,27.19,105694.0,219130.0,40817.0,2642.0,38175.0,283479.0,0.3604,3.0,0.0594
81.07.10.2007,Maekor,Aru Selatan Utara,Kepulauan Aru,solar_biomass_hybrid,dark_settled,790,228,60.19,233964.0,485083.0,90356.0,5849.0,84507.0,627543.0,0.3604,3.0,0.0594
81.08.01.2001,Klis,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,3211,843,222.55,1331054.0,1793575.0,334088.0,35938.0,298150.0,1708433.0,0.2198,5.0,0.0928
81.08.01.2005,Werwaru,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,1103,311,82.1,491053.0,661660.0,123247.0,13258.0,109989.0,630226.0,0.2198,5.0,0.0928
81.08.01.2006,Tounwawan,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,3482,932,246.05,1471581.0,1982966.0,369366.0,39733.0,329633.0,1888865.0,0.2198,5.0,0.0928
81.08.01.2007,Moain,Moa,Maluku Barat Daya,wind_solar_hybrid,intermittent,551,148,39.07,233685.0,314873.0,58651.0,6309.0,52342.0,299912.0,0.2198,5.0,0.0928
81.08.02.2003,Kuaimelu,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,428,125,33.0,140966.0,265954.0,49539.0,3524.0,46015.0,328133.0,0.3253,4.0,0.0652
81.08.02.2004,Kumur,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,658,169,44.62,186248.0,359602.0,66983.0,4656.0,62327.0,449140.0,0.3336,3.0,0.0638
81.08.02.2005,Bebar Timur,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,1132,318,83.95,359921.0,676570.0,126024.0,8998.0,117026.0,833103.0,0.324,4.0,0.0655
81.08.02.2007,Kehli,Damer,Maluku Barat Daya,solar_biomass_hybrid,intermittent,1263,357,94.25,419100.0,759580.0,141487.0,10478.0,131009.0,916470.0,0.3112,4.0,0.0679
81.08.03.2001,Luang Barat,Mdona Hyera,Maluku Barat Daya,solar_battery,intermittent,1011,318,83.95,558497.0,676570.0,126024.0,12287.0,113737.0,600998.0,0.1982,5.0,0.0991
81.08.03.2002,Luang Timur,Mdona Hyera,Maluku Barat Daya,solar_battery,intermittent,1368,371,97.94,614740.0,789318.0,147026.0,13524.0,133502.0,746241.0,0.2126,5.0,0.0935
81.08.03.2004,Rumkisar,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,336,97,25.61,101272.0,206396.0,38445.0,2532.0,35914.0,264848.0,0.3538,3.0,0.0604
81.08.03.2005,Lelang,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,527,150,39.6,158862.0,319144.0,59447.0,3972.0,55475.0,406681.0,0.3483,3.0,0.0613
81.08.03.2006,Mahaleta,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,498,141,37.22,155369.0,299963.0,55874.0,3884.0,51990.0,374641.0,0.3336,3.0,0.0638
81.08.03.2008,Rotnama,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,283,88,23.23,97090.0,187215.0,34872.0,2427.0,32445.0,233673.0,0.3331,3.0,0.0638
81.08.03.2009,Batugajah,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,411,132,34.85,148336.0,280863.0,52316.0,3708.0,48608.0,347196.0,0.3265,4.0,0.065
81.08.03.2010,Pupliora,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,650,184,48.58,201645.0,391516.0,72927.0,5041.0,67886.0,490422.0,0.3356,3.0,0.0634
81.08.03.2011,Regoha,Mdona Hyera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,513,140,36.96,152404.0,297868.0,55484.0,3810.0,51674.0,374382.0,0.3381,3.0,0.063
81.08.04.2003,Tela,Babar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,1715,495,130.68,825707.0,1053176.0,196175.0,22294.0,173881.0,946917.0,0.2056,5.0,0.0981
81.08.04.2004,Yaltubung,Babar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,532,147,38.81,236827.0,312778.0,58261.0,6394.0,51867.0,291927.0,0.2145,5.0,0.0947
81.08.04.2005,Wanuwui,Babar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,663,181,47.78,293809.0,385069.0,71727.0,7933.0,63794.0,356535.0,0.2125,5.0,0.0954
81.08.04.2015,Lewah,Babar Barat,Maluku Barat Daya,solar_biomass_hybrid,intermittent,376,94,24.82,135689.0,200029.0,37259.0,3392.0,33867.0,209569.0,0.2466,5.0,0.0835
81.08.04.2016,Hertuti,Babar Barat,Maluku Barat Daya,solar_biomass_hybrid,intermittent,317,82,21.65,106668.0,174482.0,32501.0,2667.0,29834.0,197474.0,0.2776,4.0,0.0753
81.08.04.2017,Sinairusi,Babar Barat,Maluku Barat Daya,solar_biomass_hybrid,intermittent,465,125,33.0,167860.0,265954.0,49539.0,4196.0,45343.0,294384.0,0.2678,4.0,0.0777
81.08.05.2002,Yatoke,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,728,216,57.02,361265.0,459536.0,85597.0,9754.0,75843.0,411919.0,0.2049,5.0,0.0983
81.08.05.2004,Nakarhamto,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,566,159,41.98,267576.0,338325.0,63020.0,7225.0,55795.0,301227.0,0.2034,5.0,0.0989
81.08.05.2005,Emplawas,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,427,124,32.74,203205.0,263858.0,49149.0,5487.0,43662.0,241909.0,0.2101,5.0,0.0963
81.08.05.2007,Ahanari,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,964,268,70.75,433506.0,570188.0,106209.0,11705.0,94504.0,529915.0,0.2134,5.0,0.0951
81.08.05.2008,Wakpapapi,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,743,223,58.87,359313.0,474445.0,88375.0,9701.0,78673.0,442720.0,0.2145,5.0,0.0947
81.08.05.2009,Analutur,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,328,90,23.76,144776.0,191487.0,35668.0,3909.0,31759.0,178993.0,0.2149,5.0,0.0946
81.08.05.2010,Manuweri,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,498,137,36.17,222862.0,291501.0,54298.0,6017.0,48281.0,269333.0,0.212,5.0,0.0956
81.08.05.2011,Tutuwawang,Pulau-Pulau Babar Timur,Maluku Barat Daya,wind_solar_hybrid,intermittent,464,133,35.11,215669.0,282959.0,52707.0,5823.0,46883.0,262284.0,0.2128,5.0,0.0953
81.08.06.2004,Masapun,Wetar Selatan,Maluku Barat Daya,solar_biomass_hybrid,intermittent,630,167,44.09,214882.0,355330.0,66187.0,5372.0,60815.0,405097.0,0.281,4.0,0.0744
81.08.06.2023,Hiay,Wetar Selatan,Maluku Barat Daya,solar_biomass_hybrid,intermittent,470,129,34.06,165448.0,274496.0,51130.0,4136.0,46994.0,313633.0,0.2821,4.0,0.0742
81.08.09.2001,Latalola Besar,Pulau Masela,Maluku Barat Daya,solar_battery,intermittent,450,138,36.43,226882.0,293597.0,54688.0,4991.0,49697.0,279751.0,0.2146,5.0,0.0928
81.08.09.2002,Serili,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,346,96,25.34,98511.0,204220.0,38040.0,2463.0,35577.0,264181.0,0.3604,3.0,0.0594
81.08.09.2003,Latalola Kecil,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,219,63,16.63,64648.0,134024.0,24965.0,1616.0,23348.0,173378.0,0.3604,3.0,0.0594
81.08.09.2004,Telalora,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,203,69,18.22,71904.0,146839.0,27352.0,1798.0,25554.0,188606.0,0.3546,3.0,0.0603
81.08.09.2005,Marsela,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,196,72,19.01,74547.0,153205.0,28537.0,1864.0,26674.0,197379.0,0.357,3.0,0.0599
81.08.09.2006,Babiotang,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,303,90,23.76,92354.0,191487.0,35668.0,2309.0,33359.0,247727.0,0.3604,3.0,0.0594
81.08.09.2007,Iblatmuntah,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,139,46,12.14,47345.0,97839.0,18224.0,1184.0,17041.0,126377.0,0.3591,3.0,0.0596
81.08.09.2008,Ilbutung,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,192,65,17.16,68150.0,138296.0,25760.0,1704.0,24057.0,177094.0,0.3521,3.0,0.0607
81.08.09.2009,Lawawang,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,300,93,24.55,95433.0,197853.0,36854.0,2386.0,34468.0,255953.0,0.3604,3.0,0.0594
81.08.09.2010,Nura,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,596,186,49.1,190866.0,395707.0,73708.0,4772.0,68936.0,511906.0,0.3604,3.0,0.0594
81.08.09.2011,Bululora,Pulau Masela,Maluku Barat Daya,solar_biomass_hybrid,intermittent,240,76,20.06,77988.0,161668.0,30114.0,1950.0,28164.0,209130.0,0.3604,3.0,0.0594
81.08.10.2001,Watuwei,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,533,151,39.86,265516.0,321240.0,59837.0,5841.0,53996.0,284944.0,0.1979,5.0,0.0993
81.08.10.2002,Ilmarang,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,269,85,22.44,144933.0,180848.0,33687.0,3189.0,30498.0,165979.0,0.2054,5.0,0.0962
81.08.10.2003,Letmasa,Dawelor Dawera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,179,52,13.73,57115.0,110653.0,20611.0,1428.0,19183.0,138450.0,0.3348,3.0,0.0635
81.08.10.2004,Welora,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,202,74,19.54,132189.0,157477.0,29333.0,2908.0,26425.0,137200.0,0.1942,6.0,0.1008
81.08.10.2005,Wiratan,Dawelor Dawera,Maluku Barat Daya,solar_biomass_hybrid,intermittent,270,82,21.65,91621.0,174482.0,32501.0,2291.0,30210.0,216356.0,0.3286,4.0,0.0646
81.08.10.2006,Nurnyaman,Dawelor Dawera,Maluku Barat Daya,solar_battery,intermittent,220,64,16.9,112281.0,136200.0,25370.0,2470.0,22900.0,121171.0,0.1985,5.0,0.099
81.08.11.2003,Pota Besar,Pulau Wetang,Maluku Barat Daya,wind_solar_hybrid,intermittent,245,64,16.9,108386.0,136200.0,25370.0,2926.0,22444.0,120415.0,0.2018,5.0,0.0995
81.08.11.2004,Pota Kecil,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,247,75,19.8,128709.0,159572.0,29723.0,2832.0,26892.0,145440.0,0.2038,5.0,0.0969
81.08.11.2005,Wasarili,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,362,110,29.04,183005.0,234039.0,43594.0,4026.0,39568.0,220373.0,0.2116,5.0,0.0939
81.08.11.2006,Rumahlewang Kecil,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,276,92,24.29,155016.0,195758.0,36464.0,3410.0,33053.0,181947.0,0.2084,5.0,0.0951
81.08.11.2007,Rumahlewang Besar,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,457,136,35.9,223594.0,289325.0,53892.0,4919.0,48973.0,275665.0,0.2145,5.0,0.0928
81.08.11.2008,Nusiata,Pulau Wetang,Maluku Barat Daya,solar_battery,intermittent,284,72,19.01,124323.0,153205.0,28537.0,2735.0,25802.0,138719.0,0.2023,5.0,0.0975
81.08.12.2001,Ketty,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,587,161,42.5,264696.0,342516.0,63800.0,5823.0,57977.0,326350.0,0.2145,5.0,0.0928
81.08.12.2002,Letoda,Pulau Lakor,Maluku Barat Daya,wind_solar_hybrid,intermittent,1211,343,90.55,541580.0,729761.0,135932.0,14623.0,121309.0,695109.0,0.2198,5.0,0.0928
81.08.12.2003,Sera,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,452,127,33.53,208797.0,270225.0,50335.0,4594.0,45741.0,257511.0,0.2146,5.0,0.0928
81.08.12.2004,Yamluli,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,431,116,30.62,190713.0,246773.0,45966.0,4196.0,41771.0,235117.0,0.2145,5.0,0.0928
81.08.12.2005,Lolotuara,Pulau Lakor,Maluku Barat Daya,solar_battery,intermittent,549,151,39.86,248255.0,321240.0,59837.0,5462.0,54376.0,306076.0,0.2145,5.0,0.0928
81.08.14.2002,Karbubu,Wetar Barat,Maluku Barat Daya,wind_solar_hybrid,intermittent,584,142,37.49,273506.0,302139.0,56279.0,7385.0,48895.0,224951.0,0.1712,6.0,0.1132
81.08.15.2001,Moning,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,341,89,23.5,110835.0,189391.0,35278.0,2771.0,32507.0,220557.0,0.2915,4.0,0.072
81.08.15.2002,Arwala,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,390,108,28.51,127783.0,229768.0,42799.0,3195.0,39604.0,275961.0,0.3085,4.0,0.0685
81.08.15.2003,Ilway,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,270,80,21.12,88752.0,170210.0,31705.0,2219.0,29486.0,211845.0,0.3311,4.0,0.0642
81.08.15.2004,Kahilin,Wetar Timur,Maluku Barat Daya,solar_biomass_hybrid,intermittent,661,165,43.56,198144.0,351059.0,65392.0,4954.0,60438.0,417990.0,0.3035,4.0,0.0695
81.08.16.2001,Hila,Kepulauan Roma,Maluku Barat Daya,solar_biomass_hybrid,intermittent,1695,453,119.59,513785.0,963800.0,179527.0,12845.0,166682.0,1185452.0,0.3232,4.0,0.0656
81.08.16.2002,Jerusu,Kepulauan Roma,Maluku Barat Daya,solar_biomass_hybrid,intermittent,2761,746,196.94,839846.0,1587179.0,295643.0,20996.0,274647.0,1960040.0,0.3259,4.0,0.0651
81.08.16.2003,Solath,Kepulauan Roma,Maluku Barat Daya,solar_biomass_hybrid,intermittent,645,191,50.42,223709.0,406345.0,75690.0,5593.0,70097.0,490894.0,0.312,4.0,0.0678
81.09.01.2001,Wamkana,Namrole,Buru Selatan,micro_hydro,dark_settled,1186,277,73.13,948570.0,589369.0,109782.0,18971.0,90810.0,-22807.0,0.0718,11.0,0.1901
81.09.01.2007,Oki Baru,Namrole,Buru Selatan,micro_hydro,dark_settled,1919,467,123.29,1543133.0,993619.0,185081.0,30863.0,154218.0,29044.0,0.0775,11.0,0.1834
81.09.01.2008,Oki Lama,Namrole,Buru Selatan,micro_hydro,intermittent,2324,555,146.52,1823259.0,1180834.0,219953.0,36465.0,183488.0,47310.0,0.0784,10.0,0.1823
81.09.01.2011,Tikbary,Namrole,Buru Selatan,micro_hydro,dark_settled,589,149,39.34,470027.0,317049.0,59057.0,9401.0,49656.0,36191.0,0.085,10.0,0.1751
81.09.01.2017,Batu Tulis,Namrole,Buru Selatan,solar_biomass_hybrid,intermittent,305,101,26.66,111592.0,214858.0,40022.0,2790.0,37232.0,267967.0,0.3326,3.0,0.0639
81.09.02.2001,Waetawa,Waesama,Buru Selatan,solar_biomass_hybrid,intermittent,1604,363,95.83,435227.0,772313.0,143858.0,10881.0,132978.0,920413.0,0.304,4.0,0.0694
81.09.02.2002,Waesili,Waesama,Buru Selatan,micro_hydro,dark_settled,1787,482,127.25,1657790.0,1025533.0,191026.0,33156.0,157870.0,-48388.0,0.0711,11.0,0.1909
81.09.02.2003,Lena,Waesama,Buru Selatan,micro_hydro,dark_settled,2035,489,129.1,1640271.0,1040443.0,193803.0,32805.0,160997.0,1015.0,0.0751,11.0,0.1862
81.09.02.2004,Simi,Waesama,Buru Selatan,micro_hydro,dark_settled,1999,448,118.27,1500434.0,953162.0,177545.0,30009.0,147536.0,3623.0,0.0753,11.0,0.1859
81.09.02.2005,Waelikut,Waesama,Buru Selatan,micro_hydro,dark_settled,1773,470,124.08,1564597.0,999986.0,186267.0,31292.0,154975.0,15293.0,0.0763,11.0,0.1848
81.09.02.2006,Wamsisi,Waesama,Buru Selatan,micro_hydro,dark_settled,3287,819,216.22,2686097.0,1742560.0,324586.0,53722.0,270864.0,75223.0,0.0787,10.0,0.182
81.09.02.2007,Pohon Batu,Waesama,Buru Selatan,micro_hydro,dark_settled,1542,367,96.89,1254302.0,780856.0,145450.0,25086.0,120364.0,-27256.0,0.0721,11.0,0.1897
81.09.02.2008,Waeteba,Waesama,Buru Selatan,micro_hydro,dark_settled,1009,230,60.72,751006.0,489355.0,91152.0,15020.0,76132.0,25118.0,0.0794,10.0,0.1812
81.09.02.2009,Hote,Waesama,Buru Selatan,micro_hydro,dark_settled,1023,235,62.04,753877.0,499993.0,93133.0,15078.0,78056.0,41863.0,0.0822,10.0,0.1781
81.09.02.2010,Waemasing,Waesama,Buru Selatan,micro_hydro,intermittent,1375,347,91.61,1064308.0,738303.0,137523.0,21286.0,116237.0,120672.0,0.0896,10.0,0.1702
81.09.02.2011,Batu Kasa,Waesama,Buru Selatan,solar_biomass_hybrid,intermittent,1098,242,63.89,266947.0,514902.0,95911.0,6674.0,89237.0,642778.0,0.3332,3.0,0.0638
81.09.03.2003,Ulima,Ambalau,Buru Selatan,solar_biomass_hybrid,intermittent,1359,353,93.19,397501.0,751037.0,139895.0,9938.0,129958.0,927352.0,0.3258,4.0,0.0651
81.09.04.2001,Balpetu,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,1231,298,78.67,330659.0,634017.0,118098.0,8266.0,109832.0,789019.0,0.3311,4.0,0.0642
81.09.04.2002,Waekeka,Kepala Madan,Buru Selatan,micro_hydro,dark_settled,860,227,59.93,746755.0,482988.0,89966.0,14935.0,75031.0,18146.0,0.0782,10.0,0.1826
81.09.04.2003,Biloro,Kepala Madan,Buru Selatan,solar_biomass_hybrid,dark_settled,927,241,63.62,283624.0,512726.0,95505.0,7091.0,88415.0,617719.0,0.3103,4.0,0.0681
81.09.04.2004,Nanali,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,1656,365,96.36,465965.0,776585.0,144654.0,11649.0,133005.0,889952.0,0.2835,4.0,0.0739
81.09.04.2005,Pasir Putih,Kepala Madan,Buru Selatan,solar_battery,intermittent,2869,705,186.12,1233204.0,1499978.0,279400.0,27130.0,252270.0,1338558.0,0.1992,5.0,0.0987
81.09.04.2006,Fogi,Kepala Madan,Buru Selatan,micro_hydro,intermittent,806,183,48.31,582216.0,389340.0,72522.0,11644.0,60878.0,38403.0,0.0836,10.0,0.1766
81.09.04.2007,Waepandan,Kepala Madan,Buru Selatan,micro_hydro,intermittent,1863,480,126.72,1515091.0,1021262.0,190230.0,30302.0,159928.0,115295.0,0.0849,10.0,0.1752
81.09.04.2008,Walbele,Kepala Madan,Buru Selatan,micro_hydro,intermittent,865,224,59.14,711113.0,476621.0,88780.0,14222.0,74558.0,48965.0,0.0839,10.0,0.1762
81.09.04.2009,Air Ternate,Kepala Madan,Buru Selatan,micro_hydro,dark_settled,1000,232,61.25,777793.0,493626.0,91947.0,15556.0,76392.0,981.0,0.0752,11.0,0.1861
81.09.04.2010,Sekat,Kepala Madan,Buru Selatan,solar_battery,intermittent,1116,310,81.84,538400.0,659565.0,122857.0,11845.0,111012.0,593311.0,0.2009,5.0,0.098
81.09.04.2011,Waeha,Kepala Madan,Buru Selatan,micro_hydro,intermittent,304,76,20.06,248028.0,161668.0,30114.0,4961.0,25153.0,8396.0,0.0794,10.0,0.1812
81.09.04.2012,Bala-bala,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,505,116,30.62,131457.0,246773.0,45966.0,3286.0,42680.0,303642.0,0.3235,4.0,0.0656
81.09.04.2013,Batu Layar,Kepala Madan,Buru Selatan,solar_biomass_hybrid,intermittent,366,90,23.76,100246.0,191487.0,35668.0,2506.0,33162.0,237823.0,0.3297,4.0,0.0644
81.09.04.2014,Siopot,Kepala Madan,Buru Selatan,micro_hydro,intermittent,488,102,26.93,310938.0,217034.0,40427.0,6219.0,34208.0,37796.0,0.0906,10.0,0.1692
81.09.04.2015,Emguhen,Kepala Madan,Buru Selatan,micro_hydro,intermittent,283,68,17.95,222543.0,144663.0,26946.0,4451.0,22495.0,6786.0,0.079,10.0,0.1817
81.09.05.2001,Waemulang,Leksula,Buru Selatan,micro_hydro,intermittent,1483,365,96.36,1160251.0,776585.0,144654.0,23205.0,121449.0,77860.0,0.0837,10.0,0.1764
81.09.05.2002,Waeturen,Leksula,Buru Selatan,micro_hydro,intermittent,1129,258,68.11,814177.0,548912.0,102246.0,16284.0,85962.0,62162.0,0.0849,10.0,0.1752
81.09.05.2003,Waehaka,Leksula,Buru Selatan,micro_hydro,intermittent,508,139,36.7,439641.0,295773.0,55093.0,8793.0,46301.0,32370.0,0.0845,10.0,0.1755
81.09.05.2004,Waemala,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,727,201,53.06,206258.0,427621.0,79653.0,5156.0,74496.0,553194.0,0.3604,3.0,0.0594
81.09.05.2005,Erwiri,Leksula,Buru Selatan,micro_hydro,intermittent,1599,364,96.1,1140587.0,774489.0,144264.0,22812.0,121452.0,97554.0,0.0861,10.0,0.1739
81.09.05.2006,Tifu,Leksula,Buru Selatan,solar_battery,intermittent,434,110,29.04,206326.0,234039.0,43594.0,4539.0,39055.0,191822.0,0.1827,6.0,0.1059
81.09.05.2007,Mepa,Leksula,Buru Selatan,micro_hydro,intermittent,620,155,40.92,516554.0,329782.0,61428.0,10331.0,51097.0,4357.0,0.0761,11.0,0.185
81.09.05.2008,Leksula,Leksula,Buru Selatan,micro_hydro,intermittent,3785,1005,265.32,3087596.0,2138267.0,398294.0,61752.0,336542.0,343279.0,0.0893,10.0,0.1705
81.09.05.2009,Nalbessy,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,1404,392,103.49,463950.0,834047.0,155357.0,11599.0,143759.0,1001597.0,0.3084,4.0,0.0685
81.09.05.2010,Kase,Leksula,Buru Selatan,micro_hydro,dark_settled,599,140,36.96,487553.0,297868.0,55484.0,9751.0,45733.0,-21332.0,0.0692,11.0,0.1933
81.09.05.2015,Neath,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,748,163,43.03,190526.0,346787.0,64596.0,4763.0,59833.0,419439.0,0.3127,4.0,0.0676
81.09.05.2016,Liang,Leksula,Buru Selatan,micro_hydro,intermittent,779,173,45.67,585441.0,368064.0,68559.0,11709.0,56850.0,-5882.0,0.0737,11.0,0.1878
81.09.05.2018,Slealale,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,741,169,44.62,189592.0,359602.0,66983.0,4740.0,62243.0,444944.0,0.3272,4.0,0.0649
81.09.05.2023,Walunhelat,Leksula,Buru Selatan,solar_battery,intermittent,255,59,15.58,98333.0,125562.0,23388.0,2163.0,21225.0,118046.0,0.2112,5.0,0.094
81.09.05.2024,Wahaolon,Leksula,Buru Selatan,micro_hydro,intermittent,357,67,17.69,212903.0,142567.0,26556.0,4258.0,22298.0,14412.0,0.0838,10.0,0.1764
