kode_desa,valid_obs,rad_median,lit_months,rad_cv,lit_fraction,built_m2,l1_class,name,kecamatan,kabupaten,lat,lon
81.03.08.2009,22,0.2472102693882764,4,0.3477376080673063,0.18181818181818182,21735.745098039217,intermittent,Lorwembun,Kormomolin,Kepulauan Tanimbar,-7.646500609545937,131.464113489055
81.03.08.2010,22,0.26215612530476756,3,0.4910572141219205,0.13636363636363635,7505.09019607843,dark_settled,Meyano Das,Kormomolin,Kepulauan Tanimbar,-7.615980957140484,131.57784969569164
81.03.09.2001,22,0.255083061909285,5,0.40764381238173625,0.22727272727272727,39983.635294117645,intermittent,Arma,Nirunmas,Kepulauan Tanimbar,-7.448134567658509,131.6479571289767
81.03.09.2002,22,0.230623461759966,4,0.3445330875411711,0.18181818181818182,64928.180392156864,intermittent,Watmuri,Nirunmas,Kepulauan Tanimbar,-7.402701645769009,131.59634104731526
81.03.09.2003,22,0.2509877751014924,5,0.32661494142905073,0.22727272727272727,22555.0,intermittent,Manglusi,Nirunmas,Kepulauan Tanimbar,-7.476587388463545,131.59164829662424
81.03.09.2004,22,0.2528220716776239,3,0.3420194631699537,0.13636363636363635,16538.917647058825,dark_settled,Tutukembong,Nirunmas,Kepulauan Tanimbar,-7.503578085982247,131.56431422367356
81.03.09.2005,22,0.24821260790724264,6,0.3858653439820908,0.2727272727272727,26947.81568627451,intermittent,Waturu,Nirunmas,Kepulauan Tanimbar,-7.535294886859596,131.57743443029517
81.03.18.2001,22,0.24886345892093562,6,0.4837850540757907,0.2727272727272727,16189.450980392156,intermittent,Wedangkou,Molu Maru,Kepulauan Tanimbar,-6.724672749307016,131.5864680389523
81.03.18.2002,22,0.2516516424750592,4,0.43358962450657723,0.18181818181818182,26665.070588235296,intermittent,Adodo Molu,Molu Maru,Kepulauan Tanimbar,-6.68585004578118,131.57488937980673
81.03.18.2003,22,0.21175163623178458,7,0.4658256220927828,0.3181818181818182,12364.588235294117,intermittent,Wulmasa,Molu Maru,Kepulauan Tanimbar,-6.735763891291992,131.54216621416367
81.03.18.2004,22,0.2232823914663973,6,0.5259237927231123,0.2727272727272727,15391.0,intermittent,Tutunametal,Molu Maru,Kepulauan Tanimbar,-6.780845736922193,131.53514814996922
81.03.18.2005,22,0.24415054427533686,3,0.5269268004166692,0.13636363636363635,31033.89411764706,dark_settled,Nurkat,Molu Maru,Kepulauan Tanimbar,-6.893778740853625,131.48593059450846
81.04.01.2001,22,2.806405154301581,17,0.5521287360562674,0.7727272727272727,1535420.2000000002,lit_stable,Namlea,Namlea,Buru,-3.2516507815054645,127.09356793697494
81.04.01.2002,22,1.570680381274362,17,0.6998591525069304,0.7727272727272727,87461.59215686274,intermittent,Lala,Namlea,Buru,-3.222607924546247,127.0953194908988
81.04.01.2003,22,1.0213111145256293,17,0.5688406175189084,0.7727272727272727,77384.0,lit_stable,Karang Jaya,Namlea,Buru,-3.2253422663427513,127.08501371896989
81.04.01.2009,22,0.2623982216729412,7,0.5274434950804437,0.3181818181818182,21067.0,intermittent,Siahoni,Namlea,Buru,-3.2448712216529843,127.00873271611503
81.04.01.2010,22,0.29261515562066553,11,0.5079153399912515,0.5,45469.0,intermittent,Jamilu,Namlea,Buru,-3.255356659156187,126.99068162738723
81.04.01.2011,22,0.4472928088869619,15,0.6567585888127421,0.6818181818181818,60016.0,intermittent,Sanleko,Namlea,Buru,-3.290277858029066,127.02528840162984
81.04.01.2012,22,0.29628397787895533,12,0.5928674129449995,0.5454545454545454,30658.0,intermittent,Batu Boy,Namlea,Buru,-3.2342545343138207,127.04214063158014
81.04.02.2004,22,0.2277025673256755,3,0.5877371011435865,0.13636363636363635,24117.843137254902,dark_settled,Waepure,Air Buaya,Buru,-3.1914887884445005,126.47157810324691
81.04.02.2005,22,0.4335565198296003,13,0.7024973924604747,0.5909090909090909,56505.05882352941,intermittent,Waemangit,Air Buaya,Buru,-3.0929216876289547,126.44941621040955
81.04.02.2006,22,0.19754465238515356,3,0.5540226622316502,0.13636363636363635,73033.0,dark_settled,Air Buaya,Air Buaya,Buru,-3.2661144529608115,126.4131912089812
81.04.02.2007,22,0.21246515424706014,4,0.5860510319373844,0.18181818181818182,57853.83529411764,intermittent,Tanjung Karang,Air Buaya,Buru,-3.2115501521802456,126.3087417057238
81.04.02.2008,22,0.20060314202483642,3,0.6322369787514683,0.13636363636363635,256524.45098039214,dark_settled,Bara,Air Buaya,Buru,-3.233230170628905,126.22230855146019
81.04.02.2014,22,0.21973952299298805,4,0.6046021653625652,0.18181818181818182,46352.0,intermittent,Selwadu,Air Buaya,Buru,-3.177958459947504,126.36443097925013
81.04.02.2018,22,0.2377707767838153,4,0.583827391025925,0.18181818181818182,29289.0,intermittent,Wasbaka,Air Buaya,Buru,-3.1782402363006765,126.45058940489587
81.04.02.2019,22,0.19480914002220853,4,0.6424620706868953,0.18181818181818182,21911.749019607843,intermittent,Kampung Baru,Air Buaya,Buru,-3.2098341373315584,126.12739202480108
81.04.02.2020,22,0.232102801002949,3,0.5660140841939444,0.13636363636363635,14193.30588235294,dark_settled,Batlale,Air Buaya,Buru,-3.1831683753079245,126.49175512051583
81.04.02.2023,22,0.29984836887556837,12,0.719230145426241,0.5454545454545454,12137.141176470588,intermittent,Awilinan,Air Buaya,Buru,-3.091318582208559,126.49577486034963
81.04.03.2001,22,0.3808600865821107,15,0.5536195995499529,0.6818181818181818,83830.0,intermittent,Savana Jaya,Waeapo,Buru,-3.306898669220325,127.02057336906631
81.04.03.2002,22,0.31025833707499084,12,0.5469588624415863,0.5454545454545454,64895.717647058824,intermittent,Waetele,Waeapo,Buru,-3.3111224593824518,126.966372302624
81.04.03.2003,22,0.6225236484720416,17,0.567233125638968,0.7727272727272727,415944.7333333333,lit_stable,Waekasar,Waeapo,Buru,-3.347746288204621,126.99144667490886
81.04.03.2004,22,0.9596661363826283,17,0.5756746006548707,0.7727272727272727,181129.4901960784,lit_stable,Waenetat,Waeapo,Buru,-3.371306011187134,126.99508439356063
81.04.03.2016,22,0.265385921049236,7,0.4779364723965027,0.3181818181818182,171273.0,intermittent,Waekerta,Waeapo,Buru,-3.273474311755257,126.9258706904855
81.04.03.2019,22,1.016157902777195,17,0.5708836823199168,0.7727272727272727,28524.30980392157,lit_stable,Wanareja,Waeapo,Buru,-3.3760882203808156,126.97653350111786
81.04.03.2027,22,0.27405094707243016,9,0.532741420172777,0.4090909090909091,18624.0,intermittent,Gogorea,Waeapo,Buru,-3.297397828431891,126.98622707536451
81.04.06.2001,22,0.2593926269139956,9,0.573100783495936,0.4090909090909091,80403.5137254902,intermittent,Lamahang,Waplau,Buru,-3.17298698189204,126.88526036751365
81.04.06.2002,22,0.2843716654963389,8,0.5320802023758167,0.36363636363636365,117716.8431372549,intermittent,Waplau,Waplau,Buru,-3.1793461458605528,126.84739066759575
81.04.06.2003,22,0.2363756066376076,4,0.5646176634679098,0.18181818181818182,74033.90980392156,intermittent,Waeura,Waplau,Buru,-3.14674766594526,126.80794890204066
81.04.06.2004,22,0.2332816323188467,4,0.586508679922374,0.18181818181818182,19402.0,intermittent,Samalagi,Waplau,Buru,-3.111710089924095,126.79304687722608
81.04.06.2005,22,0.25374158270926467,8,0.60046165804077,0.36363636363636365,37279.313725490196,intermittent,Namsina,Waplau,Buru,-3.0858763407740306,126.78654611877525
81.04.06.2006,22,0.2285713315333212,4,0.6075344194956894,0.18181818181818182,27815.035294117646,intermittent,Hatawano,Waplau,Buru,-3.1228523827463497,126.74813585867255
81.04.06.2007,22,0.27240326887695365,10,0.6860784601899114,0.45454545454545453,22398.113725490195,intermittent,Waelihang,Waplau,Buru,-3.073904218867809,126.73492962380718
81.04.06.2008,22,0.20693378583140937,4,0.7213814626675847,0.18181818181818182,24543.95294117647,intermittent,Waprea,Waplau,Buru,-3.086784646159239,126.70762415092952
81.04.06.2009,22,0.21381032822767498,5,0.7349596641198384,0.22727272727272727,53377.282352941176,intermittent,Waepotih,Waplau,Buru,-3.089882498959483,126.66857730621405
81.04.06.2010,22,0.2196496369684265,6,0.7301410684058343,0.2727272727272727,3744.0,intermittent,Skikilale,Waplau,Buru,-3.096554653979504,126.66788038636665
81.04.10.2001,22,0.2135159954922159,5,0.6360800300385138,0.22727272727272727,117233.31764705884,intermittent,Ilath,Batabual,Buru,-3.557976901916106,127.2134944924449
81.04.10.2002,22,0.23038328433868702,3,0.5937063540575434,0.13636363636363635,22549.933333333334,dark_settled,Batu Jungku,Batabual,Buru,-3.4390589072408786,127.21959620045453
81.04.10.2003,22,0.22317029102537386,5,0.5827570611133697,0.22727272727272727,32760.447058823527,intermittent,Pela,Batabual,Buru,-3.4028304001986625,127.21763904212082
81.04.10.2004,22,0.20750360610004331,3,0.6230366186863885,0.13636363636363635,40727.035294117646,dark_settled,Waemorat,Batabual,Buru,-3.4951983677691287,127.2105013981972
81.04.10.2006,22,0.2459945950417345,6,0.616716880423736,0.2727272727272727,78850.70980392155,intermittent,Namlea Ilath,Batabual,Buru,-3.6043385991578436,127.22112559448345
81.04.11.2001,22,0.24741622590416956,5,0.41571165289263856,0.22727272727272727,30848.0,intermittent,Kubalahin,Lolong Guba,Buru,-3.312170589253982,126.90668314186125
81.04.11.2002,22,0.6438632618634677,17,0.49446768981239797,0.7727272727272727,192648.98039215687,lit_stable,Waegeren,Lolong Guba,Buru,-3.408887295628416,126.9154051937867
81.04.11.2003,22,0.5506904189032515,16,0.5459238109839251,0.7272727272727273,162747.0,intermittent,Grandeng,Lolong Guba,Buru,-3.442985535804706,126.91725026369349
81.04.11.2004,22,0.2350961510644386,5,0.46487074068869194,0.22727272727272727,37285.0,intermittent,Lele,Lolong Guba,Buru,-3.4337163251195215,126.87311952255536
81.04.11.2005,22,0.8591039225081079,18,0.488888472700399,0.8181818181818182,180548.46666666667,lit_stable,Wanakarta,Lolong Guba,Buru,-3.40478287634846,126.93684192278266
81.04.11.2006,22,0.3160937794917821,15,0.423822210126818,0.6818181818181818,38255.81568627451,intermittent,Wabloy,Lolong Guba,Buru,-3.376732875242547,126.9221974507631
81.04.11.2007,22,0.5944783068566399,17,0.5649636130809439,0.7727272727272727,88775.63529411764,lit_stable,Ohilahin,Lolong Guba,Buru,-3.3830217629195722,126.96984962497606
81.04.11.2008,22,0.24139901002223224,5,0.4727283851121076,0.22727272727272727,17641.035294117646,intermittent,Tifu,Lolong Guba,Buru,-3.3024551424577924,126.85405430448586
81.04.11.2009,22,0.23391513826344368,4,0.486620288790645,0.18181818181818182,20837.0,intermittent,Wapsalit,Lolong Guba,Buru,-3.4694188101278503,126.83405425513214
81.04.11.2010,22,0.20821408573667505,3,0.4848688691617764,0.13636363636363635,19047.266666666666,dark_settled,Nafrua,Lolong Guba,Buru,-3.5520669508004143,126.75955040561767
81.04.12.2001,22,0.46523485699083716,16,0.5271404310828219,0.7272727272727273,195652.26274509804,intermittent,Waelo,Waelata,Buru,-3.4418355279448134,126.94681654150702
81.04.12.2002,22,0.6121804611876366,17,0.5843094858852245,0.7727272727272727,198067.62352941177,lit_stable,Debowae,Waelata,Buru,-3.397954578201807,127.01109011912693
81.04.12.2003,22,0.708492791777882,17,0.5896747642085637,0.7727272727272727,234092.0,lit_stable,Parbulu,Waelata,Buru,-3.427314001314872,127.00010019396392
81.04.12.2004,22,0.2813808582599202,8,0.5315156265126884,0.36363636363636365,180078.0,intermittent,Waetina,Waelata,Buru,-3.489169371977373,126.93129772668965
81.04.12.2005,22,0.33578552355443503,15,0.5365821167074399,0.6818181818181818,19625.0,intermittent,Waeleman,Waelata,Buru,-3.407548686812677,126.97533793658155
81.04.12.2006,22,0.22897295685526523,5,0.5220212250664019,0.22727272727272727,37412.603921568625,intermittent,Basalale,Waelata,Buru,-3.503924272650773,127.00421766200837
81.04.12.2007,22,0.23818822698773304,8,0.49245121081956644,0.36363636363636365,21625.0,intermittent,Waflan,Waelata,Buru,-3.5800324787731306,126.88771050420554
81.04.12.2008,22,0.671273411096542,17,0.5538640438799004,0.7727272727272727,69539.70588235292,lit_stable,Dava,Waelata,Buru,-3.390230569248369,127.03764575486029
81.04.12.2009,22,0.2176403979026063,3,0.595633664476987,0.13636363636363635,4659.0,dark_settled,Waehata,Waelata,Buru,-3.5697020770092127,126.96112270305768
81.04.12.2010,22,0.29557050319222755,11,0.5169839526121467,0.5,4336.309803921568,intermittent,Widit,Waelata,Buru,-3.457486413284919,127.04754548670854
81.04.13.2001,22,0.21918315601873606,3,0.5710723142566637,0.13636363636363635,143923.30588235293,dark_settled,Wamlana,Fena Leisela,Buru,-3.2183780205447134,126.53709593765419
81.04.13.2002,22,0.2488816963593239,6,0.7105308661469032,0.2727272727272727,23572.0,intermittent,Balbalu,Fena Leisela,Buru,-3.1113218320639984,126.53761946296511
81.04.13.2003,22,0.20744805508918385,3,0.612168326123693,0.13636363636363635,49177.819607843136,dark_settled,Waspait,Fena Leisela,Buru,-3.155659767865764,126.59320897184442
81.04.13.2004,22,0.2185202023113222,4,0.5802080206508863,0.18181818181818182,5957.15294117647,intermittent,Waedanga,Fena Leisela,Buru,-3.25301661081256,126.61109849034226
81.04.13.2005,22,0.2110975127692696,4,0.5708853360681336,0.18181818181818182,2839.0,intermittent,Lemanpoli,Fena Leisela,Buru,-3.3165159043465304,126.61997620735535
81.04.13.2006,22,0.22700692314393311,4,0.555299931004433,0.18181818181818182,36362.0,intermittent,Waelana-lana,Fena Leisela,Buru,-3.2803899933891314,126.75462648743832
81.04.13.2007,22,0.2103912053739882,5,0.52230369661662,0.22727272727272727,8206.0,intermittent,Waereman,Fena Leisela,Buru,-3.423830558429332,126.6059644128642
81.04.13.2008,22,0.21426363571150264,4,0.5744789677062949,0.18181818181818182,27634.0,intermittent,Waemite,Fena Leisela,Buru,-3.3928989103632197,126.5025032560854
81.04.13.2009,22,0.2302132032213567,4,0.5274792489563203,0.18181818181818182,9693.0,intermittent,Wasi,Fena Leisela,Buru,-3.4083643527749197,126.68179853234372
81.04.13.2010,22,0.2645223069833922,6,0.6284383230179489,0.2727272727272727,81522.74509803922,intermittent,Waekose,Fena Leisela,Buru,-3.0971747961481024,126.59404727571217
81.04.13.2011,22,0.21940841894308433,4,0.4839759633830428,0.18181818181818182,10433.0,intermittent,Wamana Baru,Fena Leisela,Buru,-3.3759429428338392,126.776997089172
81.04.13.2012,22,0.21784691328500133,3,0.5403128131736725,0.13636363636363635,4008.0,dark_settled,Raheriat,Fena Leisela,Buru,-3.1924830925120986,126.69377750508349
81.04.13.2013,22,0.2260929175092803,4,0.6333492120672988,0.18181818181818182,26651.564705882352,intermittent,Waenibe,Fena Leisela,Buru,-3.1261191939811392,126.63075350977905
81.04.14.2001,22,0.30109784459176314,12,0.5074752809033519,0.5454545454545454,103398.4274509804,intermittent,Kaiely,Teluk Kaiely,Buru,-3.4497688193603064,127.08652434610762
81.04.14.2002,22,0.2394549576127768,5,0.5306981717835108,0.22727272727272727,25518.62745098039,intermittent,Masarete,Teluk Kaiely,Buru,-3.4337724449247635,127.147414615431
81.04.14.2003,22,0.28438993466169704,11,0.6594819138598023,0.5,39296.698039215684,intermittent,Waelapia,Teluk Kaiely,Buru,-3.359705616954815,127.15184422812096
81.04.14.2004,22,0.26251348120633866,7,0.5638285912188596,0.3181818181818182,9017.478431372549,intermittent,Kaki Air,Teluk Kaiely,Buru,-3.3455318530584197,127.0464028708606
81.04.14.2005,22,0.24468580302296178,7,0.6240288662380734,0.3181818181818182,32103.137254901958,intermittent,Seith,Teluk Kaiely,Buru,-3.3708055175046154,127.18508836930717
81.04.15.2001,22,0.3220458099116349,14,0.5405146286717151,0.6363636363636364,73732.59999999999,intermittent,Ubung,Lilialy,Buru,-3.2033098451796858,127.05457436612816
81.04.15.2002,22,0.386701188161396,15,0.5752097549244624,0.6818181818181818,104503.7568627451,intermittent,Jikumerasa,Lilialy,Buru,-3.1916840423028496,127.01438349725169
81.04.15.2003,22,0.26711245997620214,7,0.5250127625320882,0.3181818181818182,36971.760784313716,intermittent,Waemiting,Lilialy,Buru,-3.1909854651565177,126.98224967264984
81.04.15.2004,22,0.30355880432199245,12,0.5622111971856366,0.5454545454545454,132715.52549019607,intermittent,Sawa,Lilialy,Buru,-3.1807467557923275,126.9607341251484
81.04.15.2005,22,0.2529979360946927,5,0.5907237364615335,0.22727272727272727,74557.80784313726,intermittent,Waeperang,Lilialy,Buru,-3.1710227861107434,126.92652911180554
81.05.01.2003,22,0.41012806538695856,13,0.6921984789219892,0.5909090909090909,714553.9607843137,intermittent,Bula,Bula,Seram Bagian Timur,-3.181088549518226,130.4199606710065
81.05.01.2004,22,0.20174100427677857,4,0.5686436310866506,0.18181818181818182,12070.0,intermittent,Salas,Bula,Seram Bagian Timur,-3.2543815802403193,130.48479500229206
81.05.01.2010,22,0.24568104614346298,7,0.6531484642695019,0.3181818181818182,14118.137254901962,intermittent,Englas,Bula,Seram Bagian Timur,-3.0592268141144756,130.4227031019892
81.05.01.2011,22,0.30204776785325116,11,0.8894173481259351,0.5,7545.0,intermittent,Bula Air Fatolo,Bula,Seram Bagian Timur,-3.14480210969481,130.55567847671296
81.05.01.2012,22,0.6547715876588422,15,0.7283377634971028,0.6818181818181818,75829.7843137255,intermittent,Sesar,Bula,Seram Bagian Timur,-3.071997298977852,130.44983271241995
81.05.01.2022,22,3.661863982058143,13,0.9641387836651432,0.5909090909090909,57035.450980392154,intermittent,Tansi Ambon,Bula,Seram Bagian Timur,-3.1190896475672596,130.53511826953695
81.05.01.2023,22,0.5401511064607788,13,0.8712468287679817,0.5909090909090909,270.62745098039215,data_gap,Kampung Wailola,Bula,Seram Bagian Timur,-3.1043838298095983,130.46685395424961
81.05.01.2024,22,1.130609659115248,14,0.7865097473097844,0.6363636363636364,71910.83137254903,intermittent,Kampung Gorom,Bula,Seram Bagian Timur,-3.0799811130260903,130.46955862173198
81.05.01.2025,22,0.22791131121830163,6,0.8724470169683013,0.2727272727272727,0.0,data_gap,Limumir,Bula,Seram Bagian Timur,-3.155161834238231,130.5755800927782
81.05.01.2026,22,1.1434281914368494,13,1.2554878096100175,0.5909090909090909,1337.6156862745097,data_gap,Fattolo,Bula,Seram Bagian Timur,-3.1269815921886353,130.5483677696614
81.05.02.2001,22,0.7779657492170816,16,0.6459786012148218,0.7272727272727273,98919.30980392157,intermittent,Geser,Seram Timur,Seram Bagian Timur,-3.882580810231208,130.8980541740682
81.05.02.2002,22,0.2698840421515626,9,0.5596557336512401,0.4090909090909091,3541.521568627451,intermittent,Kiltay,Seram Timur,Seram Bagian Timur,-3.877345893722753,130.93026796429083
81.05.02.2003,22,0.3310580983099305,14,0.6425123652876529,0.6363636363636364,25103.33725490196,intermittent,Kilwaru,Seram Timur,Seram Bagian Timur,-3.885575700007522,130.93658769352322
81.05.02.2004,22,0.3485941099079426,15,0.6649787358746445,0.6818181818181818,14749.95294117647,intermittent,Kellu,Seram Timur,Seram Bagian Timur,-3.893943264545967,130.91358793309362
81.05.02.2005,22,0.5104918032884598,15,0.6368576219963149,0.6818181818181818,10040.694117647057,intermittent,Keffing,Seram Timur,Seram Bagian Timur,-3.8703339322426467,130.85996531498066
81.05.02.2006,22,0.24672383421052535,5,0.5456231505155471,0.22727272727272727,9267.6,intermittent,Urung,Seram Timur,Seram Bagian Timur,-3.828470352057217,130.79319243082705
81.05.02.2028,22,0.3392267600284464,16,0.65667729043701,0.7272727272727273,7051.043137254902,intermittent,Kilfura,Seram Timur,Seram Bagian Timur,-3.8918391186534365,130.91537045429578
