kode_desa,valid_obs,rad_median,lit_months,rad_cv,lit_fraction,built_m2,l1_class,name,kecamatan,kabupaten,lat,lon
81.05.05.2004,22,0.23452088070603522,6,0.5896315971828675,0.2727272727272727,16724.41568627451,intermittent,Utta,Wakate,Seram Bagian Timur,-4.44197937358122,131.62425340468587
81.05.05.2005,22,0.25622246141982363,8,0.6572780395569179,0.36363636363636365,10519.454901960784,intermittent,Kelangan,Wakate,Seram Bagian Timur,-4.506954024537521,131.66151118791404
81.05.05.2006,22,0.2406139097573742,7,0.5854316568303847,0.3181818181818182,20169.09803921569,intermittent,Amarlaut,Wakate,Seram Bagian Timur,-4.470866228914485,131.64182416001285
81.05.05.2007,22,0.23189214160716948,6,0.6597284339761413,0.2727272727272727,0.0,data_gap,Tamher Warat,Wakate,Seram Bagian Timur,-4.503236475717644,131.65470926289356
81.05.05.2008,22,0.30218397132124536,13,0.6049343183343511,0.5909090909090909,19502.55294117647,intermittent,Tamher Timur,Wakate,Seram Bagian Timur,-4.513487191849173,131.67411538424818
81.05.05.2010,22,0.23443495431313374,5,0.7009149314203644,0.22727272727272727,3093.043137254902,intermittent,Wunin Eldedora,Wakate,Seram Bagian Timur,-4.529459143774952,131.6739793853069
81.05.05.2011,22,0.2442334019703297,5,0.576810983057379,0.22727272727272727,3952.521568627451,intermittent,Keldor,Wakate,Seram Bagian Timur,-4.490086474292414,131.6517060723241
81.05.05.2021,22,0.3340450297978882,13,0.6660443728464752,0.5909090909090909,20559.992156862747,intermittent,Tanah Baru,Wakate,Seram Bagian Timur,-4.495572712733889,131.66810973405032
81.05.05.2022,22,0.22377105822234727,6,0.6612540353387915,0.2727272727272727,3280.356862745098,intermittent,Guliar,Wakate,Seram Bagian Timur,-4.475154346448183,131.65348570302837
81.05.05.2023,22,0.2367494472781858,3,0.5502413225186562,0.13636363636363635,3881.0,dark_settled,Karlomin,Wakate,Seram Bagian Timur,-4.5441563550002835,131.6788063852392
81.05.05.2024,22,0.22950635519745324,6,0.6065385509776131,0.2727272727272727,10575.0,intermittent,Otademan,Wakate,Seram Bagian Timur,-4.528526567082164,131.66104415810923
81.05.05.2025,22,0.2795824989469104,10,0.6252929191351049,0.45454545454545453,1508.4941176470588,data_gap,Kurwara,Wakate,Seram Bagian Timur,-4.482537464800105,131.65560277707817
81.05.05.2026,22,0.24947886712534328,8,0.5713388841167412,0.36363636363636365,132.6,data_gap,Kilbutak,Wakate,Seram Bagian Timur,-4.532710591638293,131.6793430032177
81.05.05.2027,22,0.21843749718167466,7,0.7265955408007104,0.3181818181818182,0.0,data_gap,Ruma Durun,Wakate,Seram Bagian Timur,-4.499408783142713,131.66294848651725
81.05.05.2028,22,0.27556574054523914,10,0.5671515556237595,0.45454545454545453,11791.007843137255,intermittent,Tana Soa,Wakate,Seram Bagian Timur,-4.514842667692348,131.66031527878374
81.05.06.2001,22,0.2508643601281326,5,0.6420968980406746,0.22727272727272727,33306.48627450981,intermittent,Danama,Tutuk Tolu,Seram Bagian Timur,-3.620827210077016,130.83797838693138
81.05.06.2002,22,0.22725632537636853,4,0.5408568342788549,0.18181818181818182,18463.756862745096,intermittent,Kilmoy,Tutuk Tolu,Seram Bagian Timur,-3.637163681935006,130.76691468661485
81.05.06.2003,22,0.237991031030934,4,0.5533040608811814,0.18181818181818182,22578.83137254902,intermittent,Kilbat,Tutuk Tolu,Seram Bagian Timur,-3.5908844008449092,130.79033930021856
81.05.06.2004,22,0.2248850990443208,5,0.5660733855264733,0.22727272727272727,16375.95294117647,intermittent,Sesar,Tutuk Tolu,Seram Bagian Timur,-3.5800234687710843,130.79650513082586
81.05.06.2005,22,0.22748746172837284,4,0.5844770174939756,0.18181818181818182,8386.235294117647,intermittent,Airkasar,Tutuk Tolu,Seram Bagian Timur,-3.570187170640639,130.78907572414371
81.05.06.2006,22,0.21654439961536676,4,0.6246147472069108,0.18181818181818182,24038.105882352942,intermittent,Waras-Waras,Tutuk Tolu,Seram Bagian Timur,-3.5523946812905876,130.7935175358045
81.05.06.2007,22,0.22756097544022144,4,0.5180647873427676,0.18181818181818182,12893.64705882353,intermittent,Gah,Tutuk Tolu,Seram Bagian Timur,-3.5234892266767037,130.67818513010246
81.05.06.2008,22,0.27233742329697674,9,0.7424213013054832,0.4090909090909091,17594.027450980393,intermittent,Walang Tenga,Tutuk Tolu,Seram Bagian Timur,-3.639344512062425,130.83698242483618
81.05.06.2009,22,0.22547960380557303,4,0.6213693697703758,0.18181818181818182,0.0,data_gap,Bati Kilwouw,Tutuk Tolu,Seram Bagian Timur,-3.605167929022194,130.82319982174562
81.05.06.2010,22,0.30011788551526086,11,0.5850340136559312,0.5,30713.066666666666,intermittent,Taruy,Tutuk Tolu,Seram Bagian Timur,-3.611681628956629,130.86928659767264
81.05.06.2011,22,0.20829205640881474,4,0.6461432275571056,0.18181818181818182,12806.831372549019,intermittent,Kufar,Tutuk Tolu,Seram Bagian Timur,-3.4763319565527633,130.7876688615606
81.05.07.2001,22,0.23908092418543314,4,0.5517721159907258,0.18181818181818182,12179.356862745099,intermittent,Dihil,Siwalalat,Seram Bagian Timur,-3.29912214230109,129.88028729842867
81.05.07.2002,22,0.23802730017821244,4,0.41084485874892573,0.18181818181818182,10691.0,intermittent,Liliama,Siwalalat,Seram Bagian Timur,-3.2244279744769004,129.91634226271412
81.05.07.2003,22,0.23906482080348984,4,0.5292430993597169,0.18181818181818182,9753.4,intermittent,Naiwel Ahinulin,Siwalalat,Seram Bagian Timur,-3.3269477198951645,130.0312594077013
81.05.07.2004,22,0.24376025739622195,4,0.435852967811337,0.18181818181818182,18516.517647058823,intermittent,Polin,Siwalalat,Seram Bagian Timur,-3.237047763889326,129.94893060961502
81.05.07.2005,22,0.23760103894778956,4,0.49518157915450517,0.18181818181818182,17183.21568627451,intermittent,Tunsai,Siwalalat,Seram Bagian Timur,-3.252880773868795,129.97123411310048
81.05.07.2006,22,0.2273902426143161,4,0.5258713786802065,0.18181818181818182,9037.082352941175,intermittent,Lapela,Siwalalat,Seram Bagian Timur,-3.252762107260876,129.99826928248595
81.05.07.2007,22,0.24042355641085017,4,0.536570464217241,0.18181818181818182,6085.4,intermittent,Nayet,Siwalalat,Seram Bagian Timur,-3.297932765277835,129.96565404313014
81.05.07.2008,22,0.22564836427209936,4,0.5121119491450759,0.18181818181818182,21368.2,intermittent,Elnusa,Siwalalat,Seram Bagian Timur,-3.268875326813121,130.02028302882863
81.05.07.2009,22,0.24161050908327272,3,0.49296155984594464,0.13636363636363635,53907.76470588235,dark_settled,Atiahu,Siwalalat,Seram Bagian Timur,-3.3023812822725103,130.10183393072236
81.05.07.2010,22,0.24519905299288658,5,0.5448180821908425,0.22727272727272727,7187.0,intermittent,Sabuai,Siwalalat,Seram Bagian Timur,-3.3340797163393545,129.96115966625226
81.05.07.2011,22,0.24189017087470757,4,0.5525803356972186,0.18181818181818182,10380.811764705883,intermittent,Abulate,Siwalalat,Seram Bagian Timur,-3.3134713177584314,130.00972579432886
81.05.07.2012,22,0.2459088826411188,5,0.6777070350104368,0.22727272727272727,9131.0,intermittent,Adabai,Siwalalat,Seram Bagian Timur,-3.381924745176427,130.0055269753705
81.05.08.2001,22,0.22380403093155213,4,0.6210881441466294,0.18181818181818182,11814.0,intermittent,Selor,Kilmury,Seram Bagian Timur,-3.5475188303800786,130.50893061253888
81.05.08.2002,22,0.21856177527678178,4,0.5628813222772581,0.18181818181818182,2770.7019607843135,intermittent,Nekan,Kilmury,Seram Bagian Timur,-3.6264360447880235,130.62803366296387
81.05.08.2003,22,0.21829242486871592,4,0.5970832505485517,0.18181818181818182,19278.6,intermittent,Afang Kota,Kilmury,Seram Bagian Timur,-3.680135946838665,130.5942045511179
81.05.08.2004,22,0.2217619618324148,4,0.588920836188923,0.18181818181818182,7834.133333333333,intermittent,Afang Defol,Kilmury,Seram Bagian Timur,-3.666885641885373,130.65079146766837
81.05.08.2005,22,0.2082800637257305,4,0.5854211354088964,0.18181818181818182,9036.764705882353,intermittent,Kumelang,Kilmury,Seram Bagian Timur,-3.6882439861443537,130.66198318217266
81.05.08.2006,22,0.21508037596862603,3,0.6056206723631261,0.13636363636363635,5266.298039215686,dark_settled,Undur,Kilmury,Seram Bagian Timur,-3.7298549478073997,130.66272597855914
81.05.08.2007,22,0.2155135721759614,4,0.695083294704357,0.18181818181818182,12602.607843137255,intermittent,Kamar,Kilmury,Seram Bagian Timur,-3.751145668692889,130.66576567445878
81.05.08.2008,22,0.21830717308131736,5,0.6646816466364058,0.22727272727272727,9036.529411764706,intermittent,Gunak,Kilmury,Seram Bagian Timur,-3.7648266444839766,130.67729230580593
81.05.08.2009,22,0.2176808518756128,5,0.5658539967368889,0.22727272727272727,8724.996078431373,intermittent,Sumbawa,Kilmury,Seram Bagian Timur,-3.783021964187848,130.70308859380802
81.05.08.2010,22,0.22092364906014053,4,0.582032824779253,0.18181818181818182,27082.21176470588,intermittent,Kilmury,Kilmury,Seram Bagian Timur,-3.6184092459020993,130.52474304406314
81.05.08.2011,22,0.23685913314654172,3,0.5066636766744316,0.13636363636363635,882.0,data_gap,Kilbon Kway,Kilmury,Seram Bagian Timur,-3.603423465788162,130.59181069655594
81.05.08.2012,22,0.2316799797284042,4,0.6238252148674502,0.18181818181818182,21105.196078431374,intermittent,Mising,Kilmury,Seram Bagian Timur,-3.5583991587487103,130.4506882288187
81.05.08.2013,22,0.2162362683576216,5,0.6033481283579503,0.22727272727272727,8236.654901960785,intermittent,Bitorik,Kilmury,Seram Bagian Timur,-3.778627737166027,130.6892214042677
81.05.08.2014,22,0.21877383048538585,4,0.6218939693760189,0.18181818181818182,5554.282352941177,intermittent,Taa,Kilmury,Seram Bagian Timur,-3.709837652392238,130.66020546133026
81.05.09.2001,22,0.24257937279850383,5,0.7648461825922946,0.22727272727272727,20795.29019607843,intermittent,Pulau Panjang,Pulau Panjang,Seram Bagian Timur,-4.016311400878455,131.23150372912792
81.05.09.2002,22,0.23520136368066652,4,0.7329216240909385,0.18181818181818182,4101.505882352941,intermittent,Argam,Pulau Panjang,Seram Bagian Timur,-4.002682086032528,131.21690804437333
81.05.09.2003,22,0.21760914767869666,5,0.6647689135652078,0.22727272727272727,13605.243137254904,intermittent,Lalasa,Pulau Panjang,Seram Bagian Timur,-4.041991800589449,131.2328001151033
81.05.09.2004,22,0.2463013721442862,10,0.7452410461594461,0.45454545454545453,5785.803921568627,intermittent,Magat,Pulau Panjang,Seram Bagian Timur,-3.9841972912168697,131.21039673722316
81.05.09.2005,22,0.28500597583065457,10,0.761847560109848,0.45454545454545453,0.0,data_gap,Ruku Ruku,Pulau Panjang,Seram Bagian Timur,-3.9950837222397366,131.2273893511352
81.05.09.2006,22,0.31455712567952687,13,0.7274651556122305,0.5909090909090909,5499.172549019608,intermittent,Perik Basaranggi,Pulau Panjang,Seram Bagian Timur,-3.989957170971051,131.22021747264594
81.05.10.2001,22,0.22282281477836152,4,0.6715820092410709,0.18181818181818182,5149.047058823529,intermittent,Teor,Teor,Seram Bagian Timur,-4.715870058976042,131.74154135338893
81.05.10.2002,22,0.2548159774011619,8,0.5200729773742245,0.36363636363636365,5296.713725490196,intermittent,Kartutin Kartenga,Teor,Seram Bagian Timur,-4.733848729762802,131.7353399218801
81.05.10.2003,22,0.2546493006881349,8,0.7140607234899592,0.36363636363636365,0.0,data_gap,Ker Ker,Teor,Seram Bagian Timur,-4.749404211654188,131.73373665864116
81.05.10.2004,22,0.23776472970186296,6,0.6992134686634334,0.2727272727272727,10202.749019607843,intermittent,Duryar Rumoy,Teor,Seram Bagian Timur,-4.718348453908232,131.73199287420263
81.05.10.2005,22,0.23797692590774147,8,0.6189201695346133,0.36363636363636365,15781.356862745097,intermittent,Lapang Kampung Jawa,Teor,Seram Bagian Timur,-4.731257520376465,131.75154817440523
81.05.10.2006,22,0.24382352760923015,7,0.5930331034292547,0.3181818181818182,0.0,data_gap,Kampung Tengah Wermaf,Teor,Seram Bagian Timur,-4.739888497950131,131.7489681041435
81.05.10.2007,22,0.22490025386957457,5,0.6168329936913426,0.22727272727272727,4235.41568627451,intermittent,Kampung Baru,Teor,Seram Bagian Timur,-4.747593703432624,131.74893960107957
81.05.10.2008,22,0.22009439552779753,6,0.5919861970264024,0.2727272727272727,0.0,data_gap,Mamur,Teor,Seram Bagian Timur,-4.755479820666059,131.747869069079
81.05.10.2009,22,0.23131717283226483,5,0.512961822151459,0.22727272727272727,15805.36862745098,intermittent,Kiliwouw,Teor,Seram Bagian Timur,-4.76778332963249,131.74251100649107
81.05.10.2010,22,0.2362954313452633,6,0.5333936804410687,0.2727272727272727,7418.3647058823535,intermittent,Karlokin,Teor,Seram Bagian Timur,-4.742028492699328,131.7342631347773
81.05.11.2001,22,0.2656068728748032,7,0.7348535248473669,0.3181818181818182,10208.686274509802,intermittent,Kilkoda,Gorom Timur,Seram Bagian Timur,-4.035886467148313,131.4251554968956
81.05.11.2002,22,0.3018242966717411,12,0.6854038061359875,0.5454545454545454,11954.882352941177,intermittent,Miran,Gorom Timur,Seram Bagian Timur,-4.014184161224407,131.4196275143726
81.05.11.2003,22,0.2917750099695096,11,0.6744692933040772,0.5,10811.713725490194,intermittent,Kota Sirih,Gorom Timur,Seram Bagian Timur,-4.0446204492805755,131.43721708180126
81.05.11.2004,22,0.29856278171337325,11,0.7046021137344375,0.5,6240.788235294118,intermittent,Amarwatu,Gorom Timur,Seram Bagian Timur,-4.061870639083092,131.4405168567045
81.05.11.2005,22,0.5671379407675101,16,0.6850535477191771,0.7272727272727273,9455.592156862744,intermittent,Aran,Gorom Timur,Seram Bagian Timur,-4.018471509526995,131.43184335861102
81.05.11.2006,22,0.370966448856238,14,0.6698845819592077,0.6363636363636364,0.0,data_gap,Tuha,Gorom Timur,Seram Bagian Timur,-4.021212971209985,131.43168501596773
81.05.11.2007,22,0.26171149861596144,8,0.6328729740368757,0.36363636363636365,3899.9803921568628,intermittent,Bas,Gorom Timur,Seram Bagian Timur,-4.025345817941351,131.42727902820351
81.05.11.2008,22,0.4170804176401425,14,0.7557532462913336,0.6363636363636364,5714.603921568627,intermittent,Tunas Ilur,Gorom Timur,Seram Bagian Timur,-4.069959949786436,131.4429087939466
81.05.11.2009,22,0.47601895260302374,14,0.7945676326351948,0.6363636363636364,7252.3294117647065,intermittent,Sagey,Gorom Timur,Seram Bagian Timur,-4.068191176688884,131.44749314034448
81.05.11.2010,22,0.3585436927172744,13,0.8417425471974952,0.5909090909090909,1063.0980392156862,data_gap,Armada,Gorom Timur,Seram Bagian Timur,-4.06614138459708,131.44673060139618
81.05.11.2011,22,0.30308594365487806,12,0.7151264747530385,0.5454545454545454,0.0,data_gap,Waisalan,Gorom Timur,Seram Bagian Timur,-4.060463727186851,131.44391983275096
81.05.11.2012,22,0.35285714532647816,13,0.8949603800485126,0.5909090909090909,9831.317647058824,intermittent,Basarin,Gorom Timur,Seram Bagian Timur,-4.056869464586126,131.44011475479678
81.05.11.2013,22,0.411315782093688,14,0.7294418676017264,0.6363636363636364,8007.568627450981,intermittent,Goha,Gorom Timur,Seram Bagian Timur,-4.054760367629177,131.43883050245762
81.05.11.2014,22,0.2785921443204985,10,0.698732360923901,0.45454545454545453,12085.10588235294,intermittent,Rarat,Gorom Timur,Seram Bagian Timur,-3.987582081692245,131.4112604152526
81.05.11.2015,22,0.3257613394642752,14,0.7147569274061399,0.6363636363636364,10863.23137254902,intermittent,Miran Gota,Gorom Timur,Seram Bagian Timur,-4.001090702305802,131.420433088893
81.05.11.2016,22,0.2586557245825705,11,0.7676949011203548,0.5,10051.89019607843,intermittent,Adar,Gorom Timur,Seram Bagian Timur,-3.9743426590945594,131.41031080339656
81.05.11.2017,22,0.40218201700981976,15,0.7290163582532992,0.6818181818181818,26926.054901960786,intermittent,Tinarin,Gorom Timur,Seram Bagian Timur,-3.988847418140135,131.42130380230742
81.05.11.2018,22,0.3112299476555962,13,0.7662738735956984,0.5909090909090909,0.0,data_gap,Etaralu,Gorom Timur,Seram Bagian Timur,-4.034989600575276,131.43898087724682
81.05.11.2019,22,0.47787382330083955,15,0.8218289105591993,0.6818181818181818,19519.129411764705,intermittent,Kiltufa,Gorom Timur,Seram Bagian Timur,-4.049047480743961,131.43755907321034
81.05.11.2020,22,0.2947916678385809,11,0.8358201571807455,0.5,0.0,data_gap,Miran Kilian,Gorom Timur,Seram Bagian Timur,-4.007181875898371,131.42655510300594
81.05.11.2021,22,0.28950746639895797,11,0.8027193801159249,0.5,0.0,data_gap,Miran Keledar,Gorom Timur,Seram Bagian Timur,-4.004653327199454,131.42669891957195
81.05.11.2022,22,0.5871350222477947,15,0.8043928018669062,0.6818181818181818,11244.086274509802,intermittent,Miran Manaban,Gorom Timur,Seram Bagian Timur,-4.013843104643393,131.4280976513184
81.05.11.2023,22,0.47033979902857714,15,0.7662817059405679,0.6818181818181818,4646.545098039216,intermittent,Miran Rumuar,Gorom Timur,Seram Bagian Timur,-4.0101900989247365,131.42683330727908
81.05.12.2001,22,0.21995790760583928,4,0.5542098632184289,0.18181818181818182,3607.764705882353,intermittent,Hote,Bula Barat,Seram Bagian Timur,-3.13089273415872,130.31869590962555
81.05.12.2002,22,0.22199742825075225,5,0.6088336324770196,0.22727272727272727,6321.745098039216,intermittent,Banggoi,Bula Barat,Seram Bagian Timur,-3.115681115019124,130.2108855476672
81.05.12.2003,22,0.2801192746330702,10,0.756347221982819,0.45454545454545453,36703.66274509804,intermittent,Waematakabo,Bula Barat,Seram Bagian Timur,-3.0507027172988033,130.15030565178745
81.05.12.2004,22,0.32204940743735233,13,0.7479006081305448,0.5909090909090909,19662.176470588234,intermittent,Waiketam Baru,Bula Barat,Seram Bagian Timur,-3.052962689606364,130.20118124181676
81.05.12.2005,22,0.3183089142504363,13,0.7889219496036771,0.5909090909090909,15874.078431372547,intermittent,Waisamet,Bula Barat,Seram Bagian Timur,-3.0401940262051297,130.12992876911343
81.05.12.2006,22,0.3399546914421292,13,0.802002932892228,0.5909090909090909,17202.086274509802,intermittent,Aki Jaya,Bula Barat,Seram Bagian Timur,-3.022042965326169,130.14374323124284
81.05.12.2007,22,0.23993816551263977,6,0.7774129967712349,0.2727272727272727,174.18823529411767,data_gap,Jakarta Baru,Bula Barat,Seram Bagian Timur,-3.041349839763307,130.25378493090255
81.05.12.2008,22,0.23157707386984655,5,0.6456650110628649,0.22727272727272727,5464.768627450981,intermittent,Silohan,Bula Barat,Seram Bagian Timur,-3.0302184494302966,130.41021504250403
81.05.12.2009,22,0.27851904921588005,9,0.6716140347578385,0.4090909090909091,3013.0,intermittent,Sumber Agung,Bula Barat,Seram Bagian Timur,-3.051504287982693,130.2977305074727
81.05.12.2010,22,0.26363363473588586,9,0.7152667314860006,0.4090909090909091,4356.964705882353,intermittent,Rukun Jaya,Bula Barat,Seram Bagian Timur,-3.059193050223943,130.3961337219387
81.05.12.2011,22,0.29707609109620814,11,0.6974071502857505,0.5,5013.0,intermittent,Jembatan Basah,Bula Barat,Seram Bagian Timur,-3.073967499846373,130.38781102082376
81.05.12.2012,22,0.3107210057259265,13,0.7865752876778536,0.5909090909090909,42276.81176470588,intermittent,Dreamland Hills,Bula Barat,Seram Bagian Timur,-3.0633757719323613,130.2597173958785
81.05.12.2013,22,0.23924221173321916,6,0.7720635591867286,0.2727272727272727,4784.694117647059,intermittent,Banggoi Pancorang,Bula Barat,Seram Bagian Timur,-3.016149739667775,130.16124014373568
81.05.13.2001,22,0.21747651839015347,3,0.63533403938494,0.13636363636363635,0.0,data_gap,Kian Darat,Kian Darat,Seram Bagian Timur,-3.7078832445805676,130.75882576803033
81.05.13.2002,22,0.22426315500048927,3,0.6650100371834814,0.13636363636363635,0.0,data_gap,Artafela,Kian Darat,Seram Bagian Timur,-3.694112213284803,130.7988265425255
81.05.13.2003,22,0.18223456184119302,2,0.7577859771385763,0.09090909090909091,0.0,data_gap,Angar,Kian Darat,Seram Bagian Timur,-3.683978450622772,130.80489401930808
81.05.13.2004,22,0.20167822164446117,4,0.7035358751121245,0.18181818181818182,0.0,data_gap,Watu Watu,Kian Darat,Seram Bagian Timur,-3.6718409787609625,130.79883221480128
81.05.13.2005,22,0.232955843940151,3,0.6795278271013423,0.13636363636363635,9882.074509803922,dark_settled,Kelaba,Kian Darat,Seram Bagian Timur,-3.668720204592793,130.80886662987191
81.05.13.2006,22,0.24932754804539842,4,0.6447417952312559,0.18181818181818182,18720.99607843137,intermittent,Kilga Kilwouw,Kian Darat,Seram Bagian Timur,-3.6622995094952624,130.81784797524722
81.05.13.2007,22,0.25951733718306447,6,0.687506413740234,0.2727272727272727,8785.137254901962,intermittent,Kilga Watubau,Kian Darat,Seram Bagian Timur,-3.65266157296052,130.81425344533267
81.05.13.2008,22,0.2364672117370616,5,0.7028836746408343,0.22727272727272727,0.0,data_gap,Rumfakar,Kian Darat,Seram Bagian Timur,-3.6462986168004115,130.81573832162414
81.05.13.2009,22,0.23558250803519382,6,0.6979694970394507,0.2727272727272727,3653.0,intermittent,Kileser,Kian Darat,Seram Bagian Timur,-3.636402707970142,130.81479481711176
81.05.13.2010,22,0.21470693644111188,4,0.7471544497733726,0.18181818181818182,0.0,data_gap,Rumoga,Kian Darat,Seram Bagian Timur,-3.67431614248649,130.77914350022064
81.05.14.2001,22,0.22581909550309395,2,0.6541767087402257,0.09090909090909091,382.4313725490196,data_gap,Kian Laut,Siritaun Wida Timur,Seram Bagian Timur,-3.7384109178556817,130.75600482377584
81.05.14.2002,22,0.22365557810928333,5,0.5696739788354406,0.22727272727272727,16637.843137254902,intermittent,Kuwaos,Siritaun Wida Timur,Seram Bagian Timur,-3.784174284751348,130.7687711219536
81.05.14.2003,22,0.20334355479474792,4,0.5588506994709944,0.18181818181818182,4531.937254901961,intermittent,Salagor Air,Siritaun Wida Timur,Seram Bagian Timur,-3.712151290843586,130.81220308039408
81.05.14.2004,22,0.231621207765849,4,0.5965906214088935,0.18181818181818182,8620.66274509804,intermittent,Salagor Kota,Siritaun Wida Timur,Seram Bagian Timur,-3.7229958842170423,130.80514381191875
81.05.14.2005,22,0.2418417628325802,4,0.7392478101252435,0.18181818181818182,22106.62352941176,intermittent,Aruan Gaur,Siritaun Wida Timur,Seram Bagian Timur,-3.6993008486987122,130.8141765407228
81.05.14.2006,22,0.23185803035260105,2,0.6038635572987083,0.09090909090909091,14335.525490196078,dark_settled,Keta Rumadan,Siritaun Wida Timur,Seram Bagian Timur,-3.754937750753414,130.76745000315316
81.05.14.2007,22,0.2332593643261101,5,0.5584596556905662,0.22727272727272727,24624.988235294117,intermittent,Lian Tasik,Siritaun Wida Timur,Seram Bagian Timur,-3.7629377103080124,130.79386081058806
81.05.14.2008,22,0.26510930615131145,8,0.6044395407714385,0.36363636363636365,2346.545098039216,intermittent,Keta,Siritaun Wida Timur,Seram Bagian Timur,-3.754731023441904,130.820375405045
81.05.14.2009,22,0.2597929231892725,6,0.5225097237959972,0.2727272727272727,6940.878431372548,intermittent,Air Nanang,Siritaun Wida Timur,Seram Bagian Timur,-3.8131398623133617,130.8131317611892
81.05.14.2010,22,0.2353472015336352,5,0.49312901906570533,0.22727272727272727,0.0,data_gap,Suru,Siritaun Wida Timur,Seram Bagian Timur,-3.773580217778758,130.79716439740744
81.05.15.2001,22,0.2070975046316636,4,0.651352682780223,0.18181818181818182,0.0,data_gap,Waru,Teluk Waru,Seram Bagian Timur,-3.450989385591302,130.70720120625603
81.05.15.2002,22,0.204866631121577,3,0.571147830407919,0.13636363636363635,41408.160784313724,dark_settled,Bellis,Teluk Waru,Seram Bagian Timur,-3.446720448165671,130.6200209503453
81.05.15.2003,22,0.21308386923929307,3,0.5695379680523848,0.13636363636363635,5585.0,dark_settled,Dawang,Teluk Waru,Seram Bagian Timur,-3.327047596230288,130.53031941141248
81.05.15.2004,22,0.21467448318274712,3,0.5509342467745549,0.13636363636363635,2558.4823529411765,dark_settled,Solang,Teluk Waru,Seram Bagian Timur,-3.402369432024462,130.55599233531223
81.05.15.2005,22,0.20186063189417125,4,0.7573614620780122,0.18181818181818182,9772.105882352942,intermittent,Karay,Teluk Waru,Seram Bagian Timur,-3.4155349816200506,130.7250205390483
81.05.15.2006,22,0.18845039128739827,4,0.7205194446366425,0.18181818181818182,0.0,data_gap,Nama Lena,Teluk Waru,Seram Bagian Timur,-3.381891764504003,130.78604273579697
81.05.15.2007,22,0.214041613682915,4,0.7962858767447671,0.18181818181818182,17528.32549019608,intermittent,Nama Andan,Teluk Waru,Seram Bagian Timur,-3.311109280809173,130.78883848180118
81.05.15.2008,22,0.21328144378681527,4,0.6172871040625899,0.18181818181818182,0.0,data_gap,Tubir Wasiwang,Teluk Waru,Seram Bagian Timur,-3.4426737711394373,130.82022557095917
81.05.15.2009,22,0.22859398948170284,4,0.7682941078987165,0.18181818181818182,7455.0,intermittent,Kampung Baru,Teluk Waru,Seram Bagian Timur,-3.351334434426353,130.6285545763178
81.05.15.2010,22,0.23666897623318778,6,0.6635487746922849,0.2727272727272727,6012.525490196078,intermittent,Boinfia,Teluk Waru,Seram Bagian Timur,-3.3814127030491368,130.63305325759097
81.05.15.2011,22,0.22764154789219188,3,0.5902463949947805,0.13636363636363635,792.0,data_gap,Madak,Teluk Waru,Seram Bagian Timur,-3.4870594219645366,130.72457286323848
81.06.01.2008,22,0.2522974704009491,7,0.6299408762682994,0.3181818181818182,81073.431372549,intermittent,Kamarian,Kairatu,Seram Bagian Barat,-3.4094716031583343,128.45551729314803
81.06.01.2009,22,0.29754386474623495,11,0.7922509244632318,0.5,11694.701960784314,intermittent,Seruawan,Kairatu,Seram Bagian Barat,-3.429098670710416,128.41054954144101
81.06.01.2010,22,0.42911015221135684,16,0.5920758567578016,0.7272727272727273,222593.25882352944,intermittent,Kairatu,Kairatu,Seram Bagian Barat,-3.3622253188711357,128.40643359752139
81.06.01.2011,22,1.1799550534485972,17,0.6247714345280432,0.7727272727272727,461533.3607843137,intermittent,Waimital,Kairatu,Seram Bagian Barat,-3.3246349934469364,128.36488829600387
81.06.01.2012,22,0.3810702977446694,14,0.6844403922498455,0.6363636363636364,30170.0,intermittent,Hatusua,Kairatu,Seram Bagian Barat,-3.304604284521085,128.34752379805582
81.06.01.2014,22,1.2931137145031801,16,0.7350004315672387,0.7272727272727273,36964.219607843144,intermittent,Waipirit,Kairatu,Seram Bagian Barat,-3.331900500737441,128.34477223655057
81.06.01.2015,22,0.4183194532482396,17,0.5942155967723595,0.7727272727272727,23157.0,lit_stable,Uraur,Kairatu,Seram Bagian Barat,-3.3354193265357,128.394748632973
81.06.02.2002,22,0.2132533642972738,5,0.6918640581454369,0.22727272727272727,143467.0274509804,intermittent,Kawa,Seram Barat,Seram Bagian Barat,-2.9295157481038965,128.17367778932814
81.06.02.2003,22,0.2900237192182934,11,0.6293237773656246,0.5,496429.82745098043,intermittent,Piru,Seram Barat,Seram Bagian Barat,-3.039065967299094,128.16232587520653
81.06.02.2004,22,1.2964179004306222,17,0.6702063184383508,0.7727272727272727,21868.47843137255,intermittent,Neniari,Seram Barat,Seram Bagian Barat,-3.079209958565025,128.21240941184456
81.06.02.2005,22,0.2205973568273869,4,0.5957542869170419,0.18181818181818182,8752.145098039215,intermittent,Morekau,Seram Barat,Seram Bagian Barat,-3.033275836884932,128.28374879232848
81.06.02.2006,22,0.2327200924113964,4,0.6180974236410024,0.18181818181818182,12601.0,intermittent,Lumoli,Seram Barat,Seram Bagian Barat,-3.111648402976893,128.30996312975486
81.06.02.2007,22,0.3118256620190024,12,0.649715073643563,0.5454545454545454,171212.82352941175,intermittent,Eti,Seram Barat,Seram Bagian Barat,-3.0723151261913686,128.16163626913763
